"Churn","SeniorCitizen","Dependents","tenure","MultipleLines","InternetService","PaperlessBilling","PaymentMethod","TotalCharges","Contrat_par_mois"
0,"Yes","No",71,"Yes","Fiber optic","Yes","Electronic check",6585.2,"No"
0,"Yes","No",44,"No","Fiber optic","No","Electronic check",3122.4,"Yes"
1,"No","No",1,"Yes","DSL","Yes","Electronic check",50.45,"Yes"
0,"No","No",43,"Yes","DSL","Yes","Bank transfer (automatic)",2908.2,"No"
0,"No","No",9,"No","DSL","Yes","Mailed check",593.85,"Yes"
1,"No","No",12,"Yes","Fiber optic","Yes","Mailed check",1132.75,"Yes"
0,"Yes","No",65,"Yes","Fiber optic","Yes","Credit card (automatic)",7227.45,"Yes"
1,"No","No",2,"Yes","Fiber optic","Yes","Electronic check",193.6,"Yes"
0,"No","No",27,"Yes","DSL","No","Mailed check",1291.35,"Yes"
0,"No","No",40,"No","DSL","Yes","Mailed check",2023.55,"No"
1,"Yes","No",5,"No","Fiber optic","Yes","Credit card (automatic)",349.65,"Yes"
0,"Yes","No",58,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5458.8,"No"
0,"No","Yes",52,"No","Fiber optic","No","Electronic check",5244.45,"No"
0,"No","No",3,"No","DSL","Yes","Mailed check",154.55,"Yes"
0,"No","Yes",41,"No","Fiber optic","Yes","Electronic check",4507.15,"No"
0,"No","No",20,"Yes","Fiber optic","Yes","Mailed check",2031.95,"Yes"
0,"No","Yes",1,"Yes","DSL","Yes","Electronic check",50.05,"Yes"
1,"No","Yes",4,"Yes","Fiber optic","No","Credit card (automatic)",332.45,"Yes"
0,"No","No",18,"Yes","DSL","No","Mailed check",1199.4,"Yes"
0,"Yes","No",52,"No_phone_service","DSL","Yes","Credit card (automatic)",2555.05,"Yes"
0,"No","No",31,"No","Fiber optic","Yes","Electronic check",2979.2,"Yes"
0,"No","No",36,"Yes","Fiber optic","Yes","Credit card (automatic)",3834.4,"No"
1,"No","No",16,"Yes","Fiber optic","Yes","Electronic check",1534.75,"Yes"
0,"No","No",42,"Yes","Fiber optic","Yes","Electronic check",4586.15,"No"
0,"No","No",60,"No","Fiber optic","Yes","Electronic check",5941.05,"No"
1,"No","No",5,"Yes","Fiber optic","Yes","Electronic check",424.15,"Yes"
0,"No","No",22,"Yes","Fiber optic","No","Credit card (automatic)",2234.95,"Yes"
1,"No","No",4,"No","Fiber optic","No","Electronic check",281,"Yes"
0,"No","No",9,"No","DSL","No","Mailed check",547.8,"Yes"
0,"No","Yes",1,"No","Fiber optic","No","Credit card (automatic)",74.6,"Yes"
0,"No","Yes",12,"No","DSL","Yes","Electronic check",571.15,"Yes"
0,"No","No",23,"Yes","DSL","Yes","Mailed check",1756.6,"No"
0,"No","No",62,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5731.45,"No"
1,"No","No",37,"Yes","Fiber optic","No","Bank transfer (automatic)",3475.55,"Yes"
0,"No","No",31,"Yes","Fiber optic","No","Credit card (automatic)",2683.2,"Yes"
1,"No","Yes",13,"Yes","Fiber optic","Yes","Credit card (automatic)",896.75,"Yes"
1,"No","No",24,"Yes","Fiber optic","Yes","Electronic check",2407.3,"Yes"
0,"No","Yes",45,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4456.65,"Yes"
0,"Yes","No",69,"Yes","Fiber optic","No","Credit card (automatic)",6998.95,"No"
1,"No","Yes",61,"Yes","Fiber optic","Yes","Electronic check",6547.7,"No"
1,"No","No",41,"Yes","Fiber optic","Yes","Electronic check",4346.4,"Yes"
0,"No","No",44,"No_phone_service","DSL","Yes","Electronic check",2265,"No"
0,"No","No",39,"No_phone_service","DSL","No","Mailed check",1309.15,"No"
0,"No","Yes",72,"No_phone_service","DSL","Yes","Credit card (automatic)",4754.3,"No"
0,"Yes","No",13,"No","Fiber optic","Yes","Electronic check",1235.55,"Yes"
0,"No","Yes",51,"No","DSL","Yes","Credit card (automatic)",3562.5,"No"
0,"Yes","No",71,"No","Fiber optic","Yes","Electronic check",7213.75,"No"
1,"Yes","No",22,"Yes","Fiber optic","Yes","Electronic check",2082.95,"Yes"
1,"No","No",2,"No","DSL","Yes","Credit card (automatic)",102.75,"Yes"
0,"No","No",56,"Yes","Fiber optic","Yes","Electronic check",5914.4,"No"
0,"No","No",1,"No","DSL","No","Mailed check",51.25,"Yes"
0,"No","Yes",23,"No","DSL","Yes","Mailed check",1282.85,"No"
0,"Yes","No",66,"Yes","DSL","Yes","Bank transfer (automatic)",4738.85,"No"
1,"Yes","No",19,"Yes","Fiber optic","Yes","Electronic check",1775.8,"Yes"
0,"No","No",11,"No","Fiber optic","Yes","Bank transfer (automatic)",795.65,"Yes"
0,"No","Yes",52,"Yes","Fiber optic","No","Bank transfer (automatic)",4993.4,"Yes"
0,"No","Yes",51,"No","Fiber optic","Yes","Bank transfer (automatic)",4018.55,"Yes"
1,"Yes","No",15,"Yes","Fiber optic","No","Electronic check",1146.65,"Yes"
0,"Yes","No",64,"Yes","Fiber optic","Yes","Electronic check",6081.4,"Yes"
0,"No","No",37,"No_phone_service","DSL","Yes","Credit card (automatic)",1478.85,"Yes"
0,"No","No",49,"Yes","DSL","Yes","Electronic check",2633.95,"No"
0,"Yes","No",45,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4735.35,"No"
0,"No","No",18,"No","Fiber optic","Yes","Electronic check",1247.75,"Yes"
1,"Yes","No",1,"Yes","Fiber optic","Yes","Electronic check",74.7,"Yes"
0,"No","No",68,"No_phone_service","DSL","Yes","Bank transfer (automatic)",3794.5,"No"
0,"Yes","Yes",23,"No","Fiber optic","Yes","Bank transfer (automatic)",2130.55,"Yes"
1,"No","No",17,"No","Fiber optic","Yes","Electronic check",1313.55,"Yes"
0,"No","No",71,"Yes","DSL","No","Credit card (automatic)",5727.15,"No"
0,"No","Yes",14,"Yes","Fiber optic","Yes","Electronic check",1203.9,"Yes"
1,"Yes","No",1,"No_phone_service","DSL","Yes","Mailed check",25.8,"Yes"
0,"No","No",41,"Yes","DSL","Yes","Electronic check",2877.05,"No"
0,"No","No",17,"Yes","Fiber optic","No","Electronic check",1579.7,"Yes"
0,"No","No",56,"Yes","Fiber optic","Yes","Electronic check",5514.95,"No"
1,"No","No",2,"No_phone_service","DSL","Yes","Electronic check",72.4,"Yes"
0,"No","No",37,"Yes","DSL","No","Electronic check",2443.3,"No"
1,"No","No",29,"No","DSL","Yes","Bank transfer (automatic)",1970.5,"Yes"
0,"No","No",8,"No","DSL","No","Mailed check",335.4,"Yes"
0,"No","No",63,"Yes","Fiber optic","Yes","Credit card (automatic)",7002.95,"Yes"
0,"No","No",3,"No","Fiber optic","No","Electronic check",293.15,"Yes"
0,"No","No",19,"No","DSL","Yes","Electronic check",1093.4,"Yes"
1,"No","Yes",2,"No","Fiber optic","No","Credit card (automatic)",190.05,"Yes"
1,"No","No",14,"No","Fiber optic","No","Electronic check",1025.95,"Yes"
0,"Yes","No",7,"Yes","DSL","No","Electronic check",475,"Yes"
0,"No","Yes",69,"No","DSL","Yes","Bank transfer (automatic)",5388.15,"No"
0,"No","Yes",72,"Yes","DSL","Yes","Electronic check",5730.15,"No"
1,"No","No",8,"Yes","Fiber optic","No","Electronic check",819.55,"Yes"
0,"No","Yes",4,"No","DSL","No","Electronic check",217.1,"Yes"
0,"No","Yes",63,"No","Fiber optic","Yes","Credit card (automatic)",4896.35,"Yes"
1,"No","No",5,"No","Fiber optic","No","Electronic check",330.15,"Yes"
0,"No","No",30,"No","DSL","Yes","Mailed check",1474.9,"Yes"
0,"No","No",63,"Yes","Fiber optic","Yes","Bank transfer (automatic)",6536.5,"No"
1,"No","No",63,"Yes","Fiber optic","Yes","Electronic check",6873.75,"No"
0,"No","Yes",25,"No","Fiber optic","No","Electronic check",2199.05,"Yes"
1,"No","No",1,"No","DSL","Yes","Mailed check",45.85,"Yes"
0,"Yes","No",6,"Yes","Fiber optic","Yes","Electronic check",457.1,"Yes"
0,"No","Yes",31,"Yes","DSL","No","Bank transfer (automatic)",2471.6,"No"
0,"No","Yes",39,"No","Fiber optic","Yes","Bank transfer (automatic)",3107.3,"Yes"
1,"No","No",53,"No","Fiber optic","Yes","Bank transfer (automatic)",5769.75,"No"
1,"No","No",1,"No","Fiber optic","No","Electronic check",91.7,"Yes"
0,"No","No",12,"Yes","DSL","Yes","Electronic check",832.3,"Yes"
1,"No","No",16,"Yes","Fiber optic","Yes","Credit card (automatic)",1555.65,"Yes"
0,"No","Yes",39,"No_phone_service","DSL","No","Bank transfer (automatic)",1790.6,"No"
1,"No","No",1,"Yes","Fiber optic","Yes","Electronic check",74.95,"Yes"
0,"No","Yes",7,"No_phone_service","DSL","No","Mailed check",246.6,"Yes"
0,"Yes","No",4,"No","Fiber optic","No","Electronic check",261.65,"Yes"
1,"Yes","No",10,"Yes","Fiber optic","Yes","Electronic check",898.35,"Yes"
0,"No","No",55,"No","Fiber optic","Yes","Electronic check",4509.5,"Yes"
0,"No","Yes",72,"No","DSL","Yes","Bank transfer (automatic)",5480.25,"No"
0,"No","No",10,"No","DSL","Yes","Credit card (automatic)",653.15,"Yes"
0,"Yes","No",11,"Yes","Fiber optic","Yes","Electronic check",1183.05,"Yes"
0,"No","Yes",15,"No","DSL","No","Electronic check",639.45,"Yes"
1,"Yes","No",3,"No","DSL","No","Electronic check",127.1,"Yes"
0,"No","Yes",47,"No","Fiber optic","Yes","Electronic check",4391.45,"No"
1,"No","No",66,"No","Fiber optic","No","Electronic check",6710.5,"Yes"
0,"Yes","No",68,"No","DSL","Yes","Bank transfer (automatic)",3975.9,"No"
1,"No","Yes",17,"No","Fiber optic","No","Bank transfer (automatic)",1704.95,"No"
1,"No","No",7,"No","DSL","Yes","Mailed check",415.95,"Yes"
1,"Yes","No",12,"No","Fiber optic","Yes","Electronic check",950.2,"Yes"
0,"Yes","No",21,"Yes","DSL","No","Bank transfer (automatic)",1497.05,"No"
0,"No","No",21,"No_phone_service","DSL","Yes","Mailed check",780.15,"Yes"
0,"No","Yes",56,"Yes","DSL","No","Bank transfer (automatic)",3512.15,"No"
0,"No","Yes",6,"Yes","DSL","Yes","Credit card (automatic)",273.25,"Yes"
0,"Yes","No",65,"No_phone_service","DSL","Yes","Bank transfer (automatic)",3517.9,"No"
0,"No","No",42,"Yes","DSL","No","Credit card (automatic)",3375.9,"No"
0,"No","Yes",68,"Yes","Fiber optic","Yes","Bank transfer (automatic)",7508.55,"No"
0,"Yes","No",50,"Yes","Fiber optic","Yes","Electronic check",5347.95,"No"
0,"Yes","No",7,"No","DSL","Yes","Electronic check",493.65,"Yes"
1,"No","Yes",42,"No","Fiber optic","Yes","Credit card (automatic)",3384,"Yes"
1,"Yes","No",2,"No","Fiber optic","Yes","Electronic check",165.4,"Yes"
0,"No","No",2,"No","Fiber optic","Yes","Electronic check",120.25,"Yes"
0,"No","No",48,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4473.45,"No"
0,"No","Yes",70,"No","DSL","Yes","Bank transfer (automatic)",5717.85,"No"
1,"Yes","No",1,"Yes","Fiber optic","Yes","Electronic check",88.8,"Yes"
0,"No","No",46,"Yes","Fiber optic","Yes","Electronic check",4312.5,"No"
1,"No","No",30,"No","Fiber optic","Yes","Electronic check",2755.35,"Yes"
1,"No","No",15,"Yes","DSL","Yes","Bank transfer (automatic)",994.55,"Yes"
0,"No","Yes",69,"Yes","Fiber optic","No","Credit card (automatic)",6511.25,"No"
0,"Yes","Yes",72,"No","Fiber optic","Yes","Credit card (automatic)",7447.7,"No"
1,"Yes","No",13,"No","Fiber optic","Yes","Bank transfer (automatic)",1169.35,"Yes"
0,"No","No",51,"Yes","Fiber optic","Yes","Electronic check",5720.35,"No"
0,"No","Yes",51,"No","DSL","No","Credit card (automatic)",3121.45,"No"
0,"No","No",72,"Yes","DSL","Yes","Bank transfer (automatic)",6468.6,"No"
1,"No","Yes",67,"Yes","Fiber optic","No","Electronic check",5918.8,"No"
0,"No","No",67,"No_phone_service","DSL","Yes","Bank transfer (automatic)",3521.7,"No"
0,"No","No",27,"Yes","DSL","No","Electronic check",1611.65,"Yes"
1,"Yes","No",23,"No","Fiber optic","Yes","Electronic check",2293.6,"Yes"
0,"No","No",69,"Yes","DSL","Yes","Credit card (automatic)",5553.25,"No"
0,"No","Yes",2,"No_phone_service","DSL","No","Bank transfer (automatic)",44.75,"Yes"
1,"No","No",35,"Yes","Fiber optic","Yes","Electronic check",3029.1,"Yes"
0,"No","No",46,"No","DSL","No","Mailed check",3231.05,"No"
0,"No","No",54,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5129.45,"No"
1,"No","No",56,"Yes","Fiber optic","Yes","Electronic check",5508.35,"No"
1,"No","No",9,"No","Fiber optic","Yes","Bank transfer (automatic)",655.9,"Yes"
0,"No","No",20,"Yes","DSL","No","Bank transfer (automatic)",1191.2,"Yes"
0,"No","No",11,"No","Fiber optic","Yes","Mailed check",866.4,"Yes"
0,"Yes","No",30,"Yes","Fiber optic","Yes","Electronic check",2627.2,"Yes"
0,"No","No",68,"No","DSL","No","Bank transfer (automatic)",4741.45,"No"
0,"Yes","No",38,"Yes","Fiber optic","Yes","Electronic check",4009.2,"Yes"
1,"Yes","No",17,"Yes","Fiber optic","Yes","Bank transfer (automatic)",1463.45,"Yes"
1,"No","No",48,"Yes","Fiber optic","Yes","Credit card (automatic)",5082.8,"No"
0,"No","No",1,"No","DSL","No","Electronic check",43.8,"Yes"
0,"No","Yes",63,"No_phone_service","DSL","No","Electronic check",3707.6,"No"
0,"No","No",3,"No","DSL","Yes","Electronic check",220.45,"No"
0,"No","No",66,"No_phone_service","DSL","No","Credit card (automatic)",1983.15,"No"
0,"No","Yes",68,"Yes","Fiber optic","Yes","Credit card (automatic)",5746.75,"No"
1,"Yes","No",17,"No","DSL","Yes","Electronic check",770.6,"Yes"
0,"No","No",72,"Yes","DSL","Yes","Bank transfer (automatic)",6230.1,"No"
0,"No","No",37,"No","Fiber optic","Yes","Electronic check",3419.3,"Yes"
1,"No","No",34,"Yes","Fiber optic","Yes","Mailed check",3587.25,"Yes"
1,"Yes","No",42,"Yes","Fiber optic","Yes","Electronic check",3541.35,"Yes"
0,"No","Yes",59,"Yes","DSL","No","Mailed check",3801.3,"No"
1,"No","Yes",11,"No","Fiber optic","Yes","Bank transfer (automatic)",868.5,"Yes"
0,"Yes","Yes",60,"Yes","Fiber optic","Yes","Electronic check",4859.1,"Yes"
0,"No","No",27,"No","DSL","Yes","Mailed check",1439.35,"Yes"
1,"No","No",1,"Yes","Fiber optic","No","Mailed check",85.8,"Yes"
1,"Yes","No",1,"No","Fiber optic","Yes","Electronic check",79.1,"Yes"
0,"No","No",17,"No_phone_service","DSL","No","Mailed check",592.75,"Yes"
1,"No","Yes",3,"No","DSL","No","Mailed check",134.5,"Yes"
0,"No","No",53,"Yes","Fiber optic","No","Electronic check",4921.2,"Yes"
1,"No","Yes",50,"Yes","Fiber optic","No","Credit card (automatic)",5341.8,"Yes"
0,"No","Yes",68,"Yes","DSL","No","Credit card (automatic)",4859.95,"No"
0,"Yes","No",65,"Yes","Fiber optic","Yes","Bank transfer (automatic)",7082.45,"Yes"
1,"No","No",5,"No","Fiber optic","Yes","Electronic check",324.6,"Yes"
1,"No","No",51,"Yes","Fiber optic","Yes","Electronic check",4812.75,"Yes"
1,"No","No",46,"Yes","Fiber optic","No","Bank transfer (automatic)",4399.5,"Yes"
0,"No","No",9,"Yes","Fiber optic","Yes","Electronic check",663.55,"Yes"
0,"No","No",45,"Yes","Fiber optic","Yes","Electronic check",5125.5,"Yes"
0,"No","No",8,"Yes","Fiber optic","Yes","Credit card (automatic)",548.9,"Yes"
1,"Yes","Yes",1,"No","DSL","Yes","Mailed check",50.15,"Yes"
0,"No","Yes",66,"No","Fiber optic","Yes","Bank transfer (automatic)",7031.3,"No"
0,"No","Yes",72,"Yes","DSL","No","Credit card (automatic)",5016.65,"No"
1,"No","No",41,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4594.95,"Yes"
1,"No","No",29,"No","Fiber optic","Yes","Electronic check",2384.15,"Yes"
0,"No","No",4,"Yes","Fiber optic","Yes","Electronic check",319.85,"Yes"
0,"Yes","No",67,"Yes","Fiber optic","Yes","Credit card (automatic)",7035.6,"No"
0,"Yes","Yes",7,"No","DSL","Yes","Mailed check",344.2,"Yes"
0,"No","No",72,"Yes","DSL","Yes","Electronic check",6083.1,"No"
0,"No","Yes",35,"Yes","DSL","No","Mailed check",1655.35,"Yes"
0,"Yes","No",27,"No","Fiber optic","Yes","Electronic check",1943.9,"Yes"
1,"No","Yes",26,"Yes","DSL","Yes","Electronic check",1616.15,"Yes"
0,"No","Yes",7,"No_phone_service","DSL","No","Mailed check",465.7,"Yes"
0,"No","Yes",70,"Yes","Fiber optic","Yes","Credit card (automatic)",6669.05,"Yes"
0,"No","Yes",39,"No_phone_service","DSL","Yes","Credit card (automatic)",947.75,"No"
0,"No","No",72,"Yes","Fiber optic","No","Credit card (automatic)",8375.05,"No"
1,"No","No",1,"No_phone_service","DSL","Yes","Electronic check",34.7,"Yes"
0,"No","Yes",54,"Yes","DSL","Yes","Electronic check",3770,"No"
1,"No","No",3,"Yes","Fiber optic","Yes","Electronic check",264.8,"Yes"
0,"No","Yes",63,"No","DSL","No","Credit card (automatic)",4707.85,"No"
0,"No","Yes",71,"Yes","Fiber optic","Yes","Electronic check",6152.4,"No"
1,"No","Yes",66,"Yes","Fiber optic","Yes","Credit card (automatic)",6615.15,"No"
1,"No","No",21,"Yes","Fiber optic","Yes","Bank transfer (automatic)",2200.25,"Yes"
0,"No","No",11,"No_phone_service","DSL","Yes","Electronic check",425.1,"Yes"
1,"No","Yes",1,"Yes","Fiber optic","Yes","Electronic check",99.75,"Yes"
0,"Yes","No",55,"Yes","Fiber optic","No","Electronic check",5044.8,"Yes"
0,"No","No",69,"Yes","Fiber optic","Yes","Credit card (automatic)",6743.55,"No"
0,"Yes","No",3,"No","Fiber optic","No","Electronic check",196.4,"Yes"
1,"No","No",4,"No","DSL","Yes","Electronic check",299.7,"Yes"
0,"Yes","No",30,"Yes","DSL","Yes","Credit card (automatic)",2093.9,"No"
0,"No","No",5,"Yes","Fiber optic","Yes","Electronic check",417.75,"Yes"
0,"No","No",29,"Yes","DSL","Yes","Electronic check",1620.2,"No"
0,"No","No",52,"Yes","DSL","No","Bank transfer (automatic)",3169.55,"Yes"
0,"No","No",68,"Yes","DSL","No","Credit card (automatic)",5233.25,"No"
0,"No","No",8,"No","DSL","Yes","Credit card (automatic)",438.05,"Yes"
0,"No","No",3,"No","Fiber optic","Yes","Electronic check",318.6,"Yes"
0,"Yes","No",2,"No","Fiber optic","Yes","Bank transfer (automatic)",163.7,"Yes"
1,"No","No",9,"No","Fiber optic","Yes","Credit card (automatic)",639.65,"Yes"
0,"No","No",51,"No_phone_service","DSL","Yes","Credit card (automatic)",2928.5,"No"
0,"No","No",3,"Yes","Fiber optic","No","Electronic check",273.2,"Yes"
0,"Yes","No",17,"Yes","Fiber optic","Yes","Electronic check",1608.15,"Yes"
0,"No","No",30,"Yes","DSL","No","Electronic check",1441.95,"Yes"
0,"No","No",31,"Yes","DSL","Yes","Electronic check",2168.15,"Yes"
0,"No","No",45,"No","DSL","No","Bank transfer (automatic)",3618.7,"No"
0,"No","No",64,"Yes","Fiber optic","No","Bank transfer (automatic)",5692.65,"No"
1,"No","No",1,"Yes","DSL","Yes","Electronic check",59.85,"Yes"
1,"Yes","No",1,"No","Fiber optic","Yes","Electronic check",69.6,"Yes"
0,"Yes","Yes",61,"Yes","Fiber optic","No","Electronic check",5969.3,"No"
1,"No","No",9,"No_phone_service","DSL","Yes","Electronic check",418.8,"Yes"
0,"No","Yes",72,"Yes","Fiber optic","No","Bank transfer (automatic)",8100.55,"No"
0,"No","No",7,"No","DSL","Yes","Mailed check",313.45,"Yes"
0,"No","No",66,"Yes","Fiber optic","Yes","Bank transfer (automatic)",6130.95,"No"
1,"No","No",1,"No","Fiber optic","Yes","Electronic check",69.9,"Yes"
0,"No","No",16,"Yes","DSL","Yes","Bank transfer (automatic)",1212.1,"Yes"
1,"No","No",2,"No","Fiber optic","Yes","Bank transfer (automatic)",183.75,"Yes"
0,"No","No",41,"No","Fiber optic","Yes","Bank transfer (automatic)",4162.05,"No"
0,"No","No",72,"Yes","Fiber optic","Yes","Bank transfer (automatic)",8013.55,"No"
1,"No","Yes",3,"Yes","Fiber optic","Yes","Bank transfer (automatic)",264.85,"Yes"
0,"Yes","No",52,"Yes","Fiber optic","Yes","Electronic check",5832,"Yes"
0,"No","No",50,"No","Fiber optic","Yes","Bank transfer (automatic)",4304.5,"No"
1,"No","No",14,"Yes","Fiber optic","Yes","Electronic check",1178.4,"Yes"
0,"No","No",27,"No","DSL","No","Credit card (automatic)",1421.75,"No"
0,"Yes","No",72,"Yes","Fiber optic","Yes","Bank transfer (automatic)",6827.5,"No"
0,"No","No",62,"No","DSL","Yes","Credit card (automatic)",4698.05,"No"
0,"No","No",12,"No","DSL","Yes","Electronic check",654.5,"Yes"
0,"Yes","No",44,"No","DSL","No","Bank transfer (automatic)",3268.05,"No"
0,"No","Yes",54,"No","Fiber optic","Yes","Bank transfer (automatic)",4362.05,"No"
0,"No","Yes",50,"Yes","DSL","No","Bank transfer (automatic)",2614.1,"No"
0,"No","Yes",35,"Yes","Fiber optic","Yes","Bank transfer (automatic)",3161.6,"Yes"
0,"No","No",2,"No","DSL","Yes","Electronic check",80.95,"Yes"
0,"No","Yes",63,"Yes","DSL","No","Mailed check",4676.7,"No"
0,"No","No",58,"Yes","Fiber optic","Yes","Credit card (automatic)",6526.65,"No"
0,"No","No",71,"Yes","Fiber optic","Yes","Credit card (automatic)",8078.1,"No"
0,"No","No",63,"No","DSL","No","Credit card (automatic)",3503.5,"No"
0,"No","No",71,"Yes","Fiber optic","Yes","Bank transfer (automatic)",6669.45,"Yes"
1,"Yes","No",41,"Yes","Fiber optic","Yes","Electronic check",4689.5,"Yes"
1,"Yes","No",13,"No","Fiber optic","Yes","Electronic check",1201.15,"Yes"
1,"No","No",2,"No","Fiber optic","No","Electronic check",143.65,"Yes"
0,"No","Yes",1,"No","DSL","Yes","Mailed check",48.75,"Yes"
0,"Yes","No",65,"Yes","Fiber optic","Yes","Electronic check",7108.2,"No"
0,"No","No",28,"Yes","DSL","Yes","Credit card (automatic)",1505.15,"Yes"
0,"No","No",2,"No","Fiber optic","Yes","Electronic check",168.5,"Yes"
0,"Yes","No",60,"Yes","Fiber optic","Yes","Electronic check",6339.45,"No"
0,"Yes","No",26,"Yes","DSL","Yes","Electronic check",1652.4,"Yes"
1,"No","Yes",1,"No","Fiber optic","Yes","Electronic check",71.65,"Yes"
0,"No","Yes",68,"Yes","DSL","Yes","Credit card (automatic)",6392.85,"No"
1,"No","No",38,"No","Fiber optic","Yes","Credit card (automatic)",3264.5,"Yes"
0,"Yes","No",42,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4599.15,"No"
0,"No","No",54,"No_phone_service","DSL","No","Electronic check",1621.35,"Yes"
1,"No","No",12,"No","Fiber optic","No","Bank transfer (automatic)",947.3,"Yes"
0,"No","No",44,"No","DSL","Yes","Mailed check",2722.2,"No"
0,"No","Yes",42,"Yes","DSL","Yes","Bank transfer (automatic)",3058.3,"Yes"
0,"No","Yes",71,"Yes","DSL","No","Mailed check",6293.75,"No"
